year,carrier,salida,llegada,dif
2013,B6,2022-05-23 07:00:00,2022-05-23 07:46:00,46
2013,MQ,2022-05-23 07:00:00,2022-05-23 07:50:00,50
2013,UA,2022-05-23 07:00:00,2022-05-23 07:47:00,47
2013,MQ,2022-05-23 07:00:00,2022-05-23 07:55:00,55
2013,MQ,2022-05-23 07:00:00,2022-05-23 07:55:00,55
2013,US,2022-05-23 07:00:00,2022-05-23 07:56:00,56
2013,UA,2022-05-23 07:00:00,2022-05-23 07:54:00,54
2013,AA,2022-05-23 07:00:00,2022-05-23 07:55:00,55
2013,EV,2022-05-23 07:00:00,2022-05-23 07:49:00,49
2013,UA,2022-05-23 07:00:00,2022-05-23 07:57:00,57
2013,US,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,EV,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,AA,2022-05-23 07:00:00,2022-05-23 07:59:00,59
2013,B6,2022-05-23 07:00:00,2022-05-23 07:25:00,25
2013,9E,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,US,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,WN,2022-05-23 07:00:00,2022-05-23 07:55:00,55
2013,9E,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,AA,2022-05-23 07:00:00,2022-05-23 07:59:00,59
2013,B6,2022-05-23 07:00:00,2022-05-23 07:54:00,54
2013,UA,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,DL,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,DL,2022-05-23 07:00:00,2022-05-23 07:59:00,59
2013,EV,2022-05-23 08:00:00,2022-05-23 08:05:00,5
2013,AA,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,B6,2022-05-23 07:00:00,2022-05-23 07:55:00,55
2013,DL,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,9E,2022-05-23 07:00:00,2022-05-23 07:59:00,59
2013,UA,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,DL,2022-05-23 08:00:00,2022-05-23 08:05:00,5
2013,EV,2022-05-23 08:00:00,2022-05-23 08:05:00,5
2013,9E,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,B6,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,DL,2022-05-23 08:00:00,2022-05-23 08:05:00,5
2013,DL,2022-05-23 08:00:00,2022-05-23 08:05:00,5
2013,DL,2022-05-23 08:00:00,2022-05-23 08:05:00,5
2013,EV,2022-05-23 08:00:00,2022-05-23 08:10:00,10
2013,MQ,2022-05-23 08:00:00,2022-05-23 08:10:00,10
2013,UA,2022-05-23 08:00:00,2022-05-23 08:10:00,10
2013,UA,2022-05-23 08:00:00,2022-05-23 08:08:00,8
2013,DL,2022-05-23 08:00:00,2022-05-23 08:10:00,10
2013,B6,2022-05-23 08:00:00,2022-05-23 08:15:00,15
2013,B6,2022-05-23 08:00:00,2022-05-23 08:11:00,11
2013,DL,2022-05-23 08:00:00,2022-05-23 08:10:00,10
2013,EV,2022-05-23 07:00:00,2022-05-23 07:59:00,59
2013,UA,2022-05-23 08:00:00,2022-05-23 08:00:00,0
2013,DL,2022-05-23 08:00:00,2022-05-23 08:15:00,15
2013,9E,2022-05-23 08:00:00,2022-05-23 08:05:00,5
2013,DL,2022-05-23 08:00:00,2022-05-23 08:15:00,15
2013,9E,2022-05-23 08:00:00,2022-05-23 08:05:00,5
2013,US,2022-05-23 08:00:00,2022-05-23 08:20:00,20
2013,AA,2022-05-23 08:00:00,2022-05-23 08:20:00,20
2013,B6,2022-05-23 08:00:00,2022-05-23 08:10:00,10
2013,UA,2022-05-23 08:00:00,2022-05-23 08:25:00,25
2013,DL,2022-05-23 08:00:00,2022-05-23 08:30:00,30
2013,EV,2022-05-23 07:00:00,2022-05-23 07:40:00,40
2013,9E,2022-05-23 08:00:00,2022-05-23 08:30:00,30
2013,MQ,2022-05-23 08:00:00,2022-05-23 08:29:00,29
2013,FL,2022-05-23 08:00:00,2022-05-23 08:10:00,10
2013,AA,2022-05-23 08:00:00,2022-05-23 08:29:00,29
2013,DL,2022-05-23 08:00:00,2022-05-23 08:30:00,30
2013,AA,2022-05-23 08:00:00,2022-05-23 08:25:00,25
2013,EV,2022-05-23 08:00:00,2022-05-23 08:30:00,30
2013,UA,2022-05-23 08:00:00,2022-05-23 08:30:00,30
2013,9E,2022-05-23 08:00:00,2022-05-23 08:30:00,30
2013,MQ,2022-05-23 08:00:00,2022-05-23 08:35:00,35
2013,EV,2022-05-23 08:00:00,2022-05-23 08:22:00,22
2013,EV,2022-05-23 08:00:00,2022-05-23 08:29:00,29
2013,UA,2022-05-23 08:00:00,2022-05-23 08:35:00,35
2013,EV,2022-05-23 08:00:00,2022-05-23 08:40:00,40
2013,EV,2022-05-23 08:00:00,2022-05-23 08:26:00,26
2013,F9,2022-05-23 08:00:00,2022-05-23 08:30:00,30
2013,UA,2022-05-23 08:00:00,2022-05-23 08:34:00,34
2013,EV,2022-05-23 08:00:00,2022-05-23 08:40:00,40
2013,UA,2022-05-23 08:00:00,2022-05-23 08:25:00,25
2013,EV,2022-05-23 08:00:00,2022-05-23 08:37:00,37
2013,MQ,2022-05-23 08:00:00,2022-05-23 08:40:00,40
2013,EV,2022-05-23 08:00:00,2022-05-23 08:40:00,40
2013,UA,2022-05-23 08:00:00,2022-05-23 08:40:00,40
2013,B6,2022-05-23 08:00:00,2022-05-23 08:36:00,36
2013,US,2022-05-23 08:00:00,2022-05-23 08:45:00,45
2013,EV,2022-05-23 08:00:00,2022-05-23 08:40:00,40
2013,UA,2022-05-23 08:00:00,2022-05-23 08:43:00,43
2013,EV,2022-05-23 08:00:00,2022-05-23 08:40:00,40
2013,EV,2022-05-23 08:00:00,2022-05-23 08:40:00,40
2013,US,2022-05-23 08:00:00,2022-05-23 08:25:00,25
2013,MQ,2022-05-23 08:00:00,2022-05-23 08:45:00,45
2013,EV,2022-05-23 06:00:00,2022-05-23 06:30:00,30
2013,B6,2022-05-23 08:00:00,2022-05-23 08:45:00,45
2013,EV,2022-05-23 08:00:00,2022-05-23 08:45:00,45
2013,EV,2022-05-23 08:00:00,2022-05-23 08:50:00,50
2013,MQ,2022-05-23 08:00:00,2022-05-23 08:50:00,50
2013,UA,2022-05-23 08:00:00,2022-05-23 08:45:00,45
2013,B6,2022-05-23 08:00:00,2022-05-23 08:42:00,42
2013,DL,2022-05-23 08:00:00,2022-05-23 08:50:00,50
2013,B6,2022-05-23 08:00:00,2022-05-23 08:48:00,48
2013,UA,2022-05-23 08:00:00,2022-05-23 08:52:00,52
2013,UA,2022-05-23 08:00:00,2022-05-23 08:48:00,48
2013,DL,2022-05-23 08:00:00,2022-05-23 08:55:00,55
2013,B6,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,B6,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,UA,2022-05-23 08:00:00,2022-05-23 08:55:00,55
2013,US,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,US,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,DL,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,DL,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,UA,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,UA,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,EV,2022-05-23 08:00:00,2022-05-23 08:50:00,50
2013,AA,2022-05-23 08:00:00,2022-05-23 08:59:00,59
2013,B6,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,DL,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,B6,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,DL,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,9E,2022-05-23 08:00:00,2022-05-23 08:32:00,32
2013,B6,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,UA,2022-05-23 09:00:00,2022-05-23 09:00:00,0
2013,UA,2022-05-23 09:00:00,2022-05-23 09:02:00,2
2013,B6,2022-05-23 09:00:00,2022-05-23 09:08:00,8
2013,DL,2022-05-23 09:00:00,2022-05-23 09:10:00,10
2013,DL,2022-05-23 09:00:00,2022-05-23 09:05:00,5
2013,9E,2022-05-23 08:00:00,2022-05-23 08:45:00,45
2013,AA,2022-05-23 09:00:00,2022-05-23 09:10:00,10
2013,B6,2022-05-23 09:00:00,2022-05-23 09:10:00,10
2013,EV,2022-05-23 08:00:00,2022-05-23 08:55:00,55
2013,DL,2022-05-23 09:00:00,2022-05-23 09:15:00,15
2013,AA,2022-05-23 09:00:00,2022-05-23 09:15:00,15
2013,VX,2022-05-23 09:00:00,2022-05-23 09:15:00,15
2013,EV,2022-05-23 09:00:00,2022-05-23 09:15:00,15
2013,AA,2022-05-23 09:00:00,2022-05-23 09:10:00,10
2013,UA,2022-05-23 09:00:00,2022-05-23 09:24:00,24
2013,UA,2022-05-23 08:00:00,2022-05-23 08:57:00,57
2013,B6,2022-05-23 09:00:00,2022-05-23 09:30:00,30
2013,EV,2022-05-23 09:00:00,2022-05-23 09:15:00,15
2013,9E,2022-05-23 09:00:00,2022-05-23 09:25:00,25
2013,UA,2022-05-23 09:00:00,2022-05-23 09:26:00,26
2013,B6,2022-05-23 09:00:00,2022-05-23 09:21:00,21
2013,MQ,2022-05-23 09:00:00,2022-05-23 09:29:00,29
2013,AA,2022-05-23 09:00:00,2022-05-23 09:29:00,29
2013,B6,2022-05-23 09:00:00,2022-05-23 09:30:00,30
2013,B6,2022-05-23 08:00:00,2022-05-23 08:29:00,29
2013,EV,2022-05-23 09:00:00,2022-05-23 09:30:00,30
2013,EV,2022-05-23 09:00:00,2022-05-23 09:30:00,30
2013,UA,2022-05-23 09:00:00,2022-05-23 09:29:00,29
2013,EV,2022-05-23 09:00:00,2022-05-23 09:29:00,29
2013,B6,2022-05-23 09:00:00,2022-05-23 09:36:00,36
2013,WN,2022-05-23 09:00:00,2022-05-23 09:35:00,35
2013,9E,2022-05-23 08:00:00,2022-05-23 08:30:00,30
2013,WN,2022-05-23 09:00:00,2022-05-23 09:35:00,35
2013,VX,2022-05-23 09:00:00,2022-05-23 09:20:00,20
2013,AA,2022-05-23 09:00:00,2022-05-23 09:40:00,40
2013,WN,2022-05-23 09:00:00,2022-05-23 09:30:00,30
2013,VX,2022-05-23 09:00:00,2022-05-23 09:45:00,45
2013,AA,2022-05-23 09:00:00,2022-05-23 09:50:00,50
2013,B6,2022-05-23 09:00:00,2022-05-23 09:30:00,30
2013,9E,2022-05-23 09:00:00,2022-05-23 09:50:00,50
2013,UA,2022-05-23 09:00:00,2022-05-23 09:51:00,51
2013,UA,2022-05-23 10:00:00,2022-05-23 10:00:00,0
2013,EV,2022-05-23 09:00:00,2022-05-23 09:59:00,59
2013,B6,2022-05-23 09:00:00,2022-05-23 09:53:00,53
2013,EV,2022-05-23 10:00:00,2022-05-23 10:00:00,0
2013,US,2022-05-23 10:00:00,2022-05-23 10:00:00,0
2013,UA,2022-05-23 10:00:00,2022-05-23 10:00:00,0
2013,US,2022-05-23 10:00:00,2022-05-23 10:00:00,0
2013,9E,2022-05-23 10:00:00,2022-05-23 10:00:00,0
2013,FL,2022-05-23 10:00:00,2022-05-23 10:00:00,0
2013,AA,2022-05-23 09:00:00,2022-05-23 09:59:00,59
2013,UA,2022-05-23 09:00:00,2022-05-23 09:59:00,59
2013,DL,2022-05-23 10:00:00,2022-05-23 10:00:00,0
2013,B6,2022-05-23 09:00:00,2022-05-23 09:49:00,49
2013,UA,2022-05-23 10:00:00,2022-05-23 10:00:00,0
2013,EV,2022-05-23 09:00:00,2022-05-23 09:15:00,15
2013,B6,2022-05-23 10:00:00,2022-05-23 10:00:00,0
2013,US,2022-05-23 10:00:00,2022-05-23 10:05:00,5
2013,EV,2022-05-23 10:00:00,2022-05-23 10:10:00,10
2013,MQ,2022-05-23 10:00:00,2022-05-23 10:10:00,10
2013,MQ,2022-05-23 10:00:00,2022-05-23 10:10:00,10
2013,US,2022-05-23 10:00:00,2022-05-23 10:15:00,15
2013,US,2022-05-23 10:00:00,2022-05-23 10:15:00,15
2013,EV,2022-05-23 10:00:00,2022-05-23 10:18:00,18
2013,MQ,2022-05-23 10:00:00,2022-05-23 10:25:00,25
2013,DL,2022-05-23 10:00:00,2022-05-23 10:05:00,5
2013,DL,2022-05-23 10:00:00,2022-05-23 10:25:00,25
2013,9E,2022-05-23 08:00:00,2022-05-23 08:15:00,15
2013,AA,2022-05-23 10:00:00,2022-05-23 10:25:00,25
2013,B6,2022-05-23 10:00:00,2022-05-23 10:21:00,21
2013,UA,2022-05-23 10:00:00,2022-05-23 10:04:00,4
2013,US,2022-05-23 10:00:00,2022-05-23 10:25:00,25
2013,AA,2022-05-23 10:00:00,2022-05-23 10:29:00,29
2013,VX,2022-05-23 10:00:00,2022-05-23 10:30:00,30
2013,EV,2022-05-23 10:00:00,2022-05-23 10:26:00,26
2013,EV,2022-05-23 10:00:00,2022-05-23 10:29:00,29
2013,AA,2022-05-23 10:00:00,2022-05-23 10:30:00,30
2013,DL,2022-05-23 10:00:00,2022-05-23 10:30:00,30
2013,EV,2022-05-23 10:00:00,2022-05-23 10:31:00,31
2013,EV,2022-05-23 10:00:00,2022-05-23 10:35:00,35
2013,US,2022-05-23 10:00:00,2022-05-23 10:30:00,30
2013,B6,2022-05-23 10:00:00,2022-05-23 10:25:00,25
2013,EV,2022-05-23 10:00:00,2022-05-23 10:04:00,4
2013,AA,2022-05-23 10:00:00,2022-05-23 10:30:00,30
2013,VX,2022-05-23 10:00:00,2022-05-23 10:35:00,35
2013,B6,2022-05-23 10:00:00,2022-05-23 10:40:00,40
2013,B6,2022-05-23 10:00:00,2022-05-23 10:30:00,30
2013,UA,2022-05-23 10:00:00,2022-05-23 10:29:00,29
2013,MQ,2022-05-23 10:00:00,2022-05-23 10:50:00,50
2013,DL,2022-05-23 10:00:00,2022-05-23 10:45:00,45
2013,MQ,2022-05-23 10:00:00,2022-05-23 10:59:00,59
2013,US,2022-05-23 11:00:00,2022-05-23 11:00:00,0
2013,DL,2022-05-23 11:00:00,2022-05-23 11:00:00,0
2013,EV,2022-05-23 11:00:00,2022-05-23 11:00:00,0
2013,EV,2022-05-23 10:00:00,2022-05-23 10:59:00,59
2013,UA,2022-05-23 11:00:00,2022-05-23 11:00:00,0
2013,DL,2022-05-23 11:00:00,2022-05-23 11:00:00,0
2013,DL,2022-05-23 10:00:00,2022-05-23 10:55:00,55
2013,US,2022-05-23 11:00:00,2022-05-23 11:00:00,0
2013,DL,2022-05-23 11:00:00,2022-05-23 11:00:00,0
2013,UA,2022-05-23 11:00:00,2022-05-23 11:00:00,0
2013,WN,2022-05-23 11:00:00,2022-05-23 11:00:00,0
2013,MQ,2022-05-23 11:00:00,2022-05-23 11:05:00,5
2013,DL,2022-05-23 11:00:00,2022-05-23 11:05:00,5
2013,EV,2022-05-23 10:00:00,2022-05-23 10:53:00,53
2013,UA,2022-05-23 10:00:00,2022-05-23 10:29:00,29
2013,MQ,2022-05-23 11:00:00,2022-05-23 11:15:00,15
2013,DL,2022-05-23 11:00:00,2022-05-23 11:10:00,10
2013,9E,2022-05-23 11:00:00,2022-05-23 11:10:00,10
2013,EV,2022-05-23 11:00:00,2022-05-23 11:15:00,15
2013,EV,2022-05-23 11:00:00,2022-05-23 11:19:00,19
2013,AA,2022-05-23 11:00:00,2022-05-23 11:25:00,25
2013,UA,2022-05-23 11:00:00,2022-05-23 11:15:00,15
2013,UA,2022-05-23 11:00:00,2022-05-23 11:25:00,25
2013,AA,2022-05-23 11:00:00,2022-05-23 11:29:00,29
2013,EV,2022-05-23 11:00:00,2022-05-23 11:30:00,30
2013,EV,2022-05-23 11:00:00,2022-05-23 11:30:00,30
2013,DL,2022-05-23 11:00:00,2022-05-23 11:35:00,35
2013,9E,2022-05-23 11:00:00,2022-05-23 11:30:00,30
2013,US,2022-05-23 11:00:00,2022-05-23 11:30:00,30
2013,DL,2022-05-23 11:00:00,2022-05-23 11:45:00,45
2013,UA,2022-05-23 11:00:00,2022-05-23 11:44:00,44
2013,WN,2022-05-23 11:00:00,2022-05-23 11:05:00,5
2013,WN,2022-05-23 11:00:00,2022-05-23 11:55:00,55
2013,EV,2022-05-23 11:00:00,2022-05-23 11:54:00,54
2013,MQ,2022-05-23 11:00:00,2022-05-23 11:59:00,59
2013,DL,2022-05-23 11:00:00,2022-05-23 11:45:00,45
2013,UA,2022-05-23 11:00:00,2022-05-23 11:55:00,55
2013,UA,2022-05-23 11:00:00,2022-05-23 11:40:00,40
2013,US,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,UA,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,B6,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,B6,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,UA,2022-05-23 11:00:00,2022-05-23 11:56:00,56
2013,DL,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,B6,2022-05-23 11:00:00,2022-05-23 11:51:00,51
2013,MQ,2022-05-23 12:00:00,2022-05-23 12:05:00,5
2013,US,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,US,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,EV,2022-05-23 12:00:00,2022-05-23 12:03:00,3
2013,B6,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,DL,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,AA,2022-05-23 11:00:00,2022-05-23 11:45:00,45
2013,UA,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,AA,2022-05-23 11:00:00,2022-05-23 11:59:00,59
2013,AA,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,UA,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,DL,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,MQ,2022-05-23 12:00:00,2022-05-23 12:10:00,10
2013,9E,2022-05-23 12:00:00,2022-05-23 12:05:00,5
2013,DL,2022-05-23 12:00:00,2022-05-23 12:05:00,5
2013,UA,2022-05-23 10:00:00,2022-05-23 10:43:00,43
2013,WN,2022-05-23 12:00:00,2022-05-23 12:00:00,0
2013,EV,2022-05-23 12:00:00,2022-05-23 12:07:00,7
2013,AA,2022-05-23 11:00:00,2022-05-23 11:10:00,10
2013,B6,2022-05-23 11:00:00,2022-05-23 11:58:00,58
2013,MQ,2022-05-23 12:00:00,2022-05-23 12:15:00,15
2013,EV,2022-05-23 12:00:00,2022-05-23 12:10:00,10
2013,MQ,2022-05-23 12:00:00,2022-05-23 12:20:00,20
2013,AA,2022-05-23 12:00:00,2022-05-23 12:15:00,15
2013,MQ,2022-05-23 12:00:00,2022-05-23 12:20:00,20
2013,UA,2022-05-23 12:00:00,2022-05-23 12:19:00,19
2013,MQ,2022-05-23 11:00:00,2022-05-23 11:59:00,59
2013,B6,2022-05-23 12:00:00,2022-05-23 12:30:00,30
2013,WN,2022-05-23 12:00:00,2022-05-23 12:10:00,10
2013,AA,2022-05-23 12:00:00,2022-05-23 12:30:00,30
2013,B6,2022-05-23 12:00:00,2022-05-23 12:29:00,29
2013,EV,2022-05-23 12:00:00,2022-05-23 12:39:00,39
2013,EV,2022-05-23 12:00:00,2022-05-23 12:29:00,29
2013,DL,2022-05-23 12:00:00,2022-05-23 12:48:00,48
2013,WN,2022-05-23 12:00:00,2022-05-23 12:45:00,45
2013,AA,2022-05-23 12:00:00,2022-05-23 12:40:00,40
2013,B6,2022-05-23 12:00:00,2022-05-23 12:45:00,45
2013,MQ,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,DL,2022-05-23 12:00:00,2022-05-23 12:56:00,56
2013,UA,2022-05-23 12:00:00,2022-05-23 12:45:00,45
2013,WN,2022-05-23 12:00:00,2022-05-23 12:50:00,50
2013,WN,2022-05-23 12:00:00,2022-05-23 12:40:00,40
2013,AA,2022-05-23 12:00:00,2022-05-23 12:50:00,50
2013,EV,2022-05-23 12:00:00,2022-05-23 12:59:00,59
2013,9E,2022-05-23 12:00:00,2022-05-23 12:40:00,40
2013,B6,2022-05-23 12:00:00,2022-05-23 12:41:00,41
2013,US,2022-05-23 12:00:00,2022-05-23 12:59:00,59
2013,US,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,EV,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,AA,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,AA,2022-05-23 12:00:00,2022-05-23 12:45:00,45
2013,UA,2022-05-23 12:00:00,2022-05-23 12:49:00,49
2013,US,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,DL,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,EV,2022-05-23 12:00:00,2022-05-23 12:26:00,26
2013,VX,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,DL,2022-05-23 12:00:00,2022-05-23 12:59:00,59
2013,DL,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,UA,2022-05-23 13:00:00,2022-05-23 13:04:00,4
2013,UA,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,UA,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,EV,2022-05-23 13:00:00,2022-05-23 13:10:00,10
2013,WN,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,EV,2022-05-23 13:00:00,2022-05-23 13:15:00,15
2013,9E,2022-05-23 13:00:00,2022-05-23 13:15:00,15
2013,EV,2022-05-23 10:00:00,2022-05-23 10:22:00,22
2013,YV,2022-05-23 11:00:00,2022-05-23 11:50:00,50
2013,FL,2022-05-23 13:00:00,2022-05-23 13:10:00,10
2013,US,2022-05-23 13:00:00,2022-05-23 13:15:00,15
2013,UA,2022-05-23 13:00:00,2022-05-23 13:10:00,10
2013,US,2022-05-23 13:00:00,2022-05-23 13:15:00,15
2013,UA,2022-05-23 13:00:00,2022-05-23 13:20:00,20
2013,EV,2022-05-23 12:00:00,2022-05-23 12:57:00,57
2013,MQ,2022-05-23 13:00:00,2022-05-23 13:29:00,29
2013,UA,2022-05-23 12:00:00,2022-05-23 12:59:00,59
2013,UA,2022-05-23 12:00:00,2022-05-23 12:29:00,29
2013,EV,2022-05-23 13:00:00,2022-05-23 13:27:00,27
2013,EV,2022-05-23 13:00:00,2022-05-23 13:11:00,11
2013,B6,2022-05-23 13:00:00,2022-05-23 13:25:00,25
2013,B6,2022-05-23 13:00:00,2022-05-23 13:15:00,15
2013,B6,2022-05-23 13:00:00,2022-05-23 13:30:00,30
2013,AA,2022-05-23 13:00:00,2022-05-23 13:29:00,29
2013,DL,2022-05-23 13:00:00,2022-05-23 13:30:00,30
2013,B6,2022-05-23 13:00:00,2022-05-23 13:25:00,25
2013,UA,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,B6,2022-05-23 13:00:00,2022-05-23 13:30:00,30
2013,EV,2022-05-23 13:00:00,2022-05-23 13:40:00,40
2013,AA,2022-05-23 13:00:00,2022-05-23 13:45:00,45
2013,DL,2022-05-23 13:00:00,2022-05-23 13:40:00,40
2013,EV,2022-05-23 13:00:00,2022-05-23 13:46:00,46
2013,UA,2022-05-23 13:00:00,2022-05-23 13:29:00,29
2013,UA,2022-05-23 13:00:00,2022-05-23 13:43:00,43
2013,US,2022-05-23 13:00:00,2022-05-23 13:45:00,45
2013,EV,2022-05-23 13:00:00,2022-05-23 13:50:00,50
2013,MQ,2022-05-23 13:00:00,2022-05-23 13:55:00,55
2013,EV,2022-05-23 13:00:00,2022-05-23 13:50:00,50
2013,MQ,2022-05-23 13:00:00,2022-05-23 13:45:00,45
2013,VX,2022-05-23 13:00:00,2022-05-23 13:00:00,0
2013,US,2022-05-23 14:00:00,2022-05-23 14:00:00,0
2013,B6,2022-05-23 13:00:00,2022-05-23 13:59:00,59
2013,B6,2022-05-23 14:00:00,2022-05-23 14:00:00,0
2013,WN,2022-05-23 13:00:00,2022-05-23 13:55:00,55
2013,DL,2022-05-23 14:00:00,2022-05-23 14:00:00,0
2013,US,2022-05-23 14:00:00,2022-05-23 14:00:00,0
2013,UA,2022-05-23 13:00:00,2022-05-23 13:59:00,59
2013,AA,2022-05-23 13:00:00,2022-05-23 13:59:00,59
2013,WN,2022-05-23 13:00:00,2022-05-23 13:30:00,30
2013,DL,2022-05-23 13:00:00,2022-05-23 13:45:00,45
2013,UA,2022-05-23 13:00:00,2022-05-23 13:55:00,55
2013,AA,2022-05-23 13:00:00,2022-05-23 13:45:00,45
2013,B6,2022-05-23 14:00:00,2022-05-23 14:10:00,10
2013,US,2022-05-23 13:00:00,2022-05-23 13:55:00,55
2013,AA,2022-05-23 14:00:00,2022-05-23 14:15:00,15
2013,FL,2022-05-23 14:00:00,2022-05-23 14:10:00,10
2013,UA,2022-05-23 13:00:00,2022-05-23 13:25:00,25
2013,UA,2022-05-23 14:00:00,2022-05-23 14:17:00,17
2013,WN,2022-05-23 14:00:00,2022-05-23 14:15:00,15
2013,DL,2022-05-23 14:00:00,2022-05-23 14:15:00,15
2013,B6,2022-05-23 13:00:00,2022-05-23 13:29:00,29
2013,EV,2022-05-23 14:00:00,2022-05-23 14:25:00,25
2013,UA,2022-05-23 14:00:00,2022-05-23 14:15:00,15
2013,9E,2022-05-23 14:00:00,2022-05-23 14:30:00,30
2013,MQ,2022-05-23 14:00:00,2022-05-23 14:25:00,25
2013,UA,2022-05-23 14:00:00,2022-05-23 14:29:00,29
2013,EV,2022-05-23 14:00:00,2022-05-23 14:30:00,30
2013,UA,2022-05-23 14:00:00,2022-05-23 14:25:00,25
2013,B6,2022-05-23 14:00:00,2022-05-23 14:36:00,36
2013,B6,2022-05-23 14:00:00,2022-05-23 14:30:00,30
2013,UA,2022-05-23 14:00:00,2022-05-23 14:35:00,35
2013,EV,2022-05-23 14:00:00,2022-05-23 14:36:00,36
2013,B6,2022-05-23 14:00:00,2022-05-23 14:19:00,19
2013,MQ,2022-05-23 13:00:00,2022-05-23 13:55:00,55
2013,B6,2022-05-23 14:00:00,2022-05-23 14:00:00,0
2013,B6,2022-05-23 14:00:00,2022-05-23 14:38:00,38
2013,UA,2022-05-23 14:00:00,2022-05-23 14:30:00,30
2013,9E,2022-05-23 14:00:00,2022-05-23 14:45:00,45
2013,B6,2022-05-23 14:00:00,2022-05-23 14:40:00,40
2013,DL,2022-05-23 14:00:00,2022-05-23 14:40:00,40
2013,9E,2022-05-23 14:00:00,2022-05-23 14:45:00,45
2013,B6,2022-05-23 14:00:00,2022-05-23 14:29:00,29
2013,DL,2022-05-23 14:00:00,2022-05-23 14:35:00,35
2013,US,2022-05-23 14:00:00,2022-05-23 14:50:00,50
2013,MQ,2022-05-23 14:00:00,2022-05-23 14:50:00,50
2013,B6,2022-05-23 14:00:00,2022-05-23 14:46:00,46
2013,EV,2022-05-23 14:00:00,2022-05-23 14:40:00,40
2013,9E,2022-05-23 14:00:00,2022-05-23 14:47:00,47
2013,B6,2022-05-23 14:00:00,2022-05-23 14:45:00,45
2013,EV,2022-05-23 14:00:00,2022-05-23 14:14:00,14
2013,DL,2022-05-23 14:00:00,2022-05-23 14:55:00,55
2013,MQ,2022-05-23 14:00:00,2022-05-23 14:55:00,55
2013,MQ,2022-05-23 14:00:00,2022-05-23 14:55:00,55
2013,EV,2022-05-23 14:00:00,2022-05-23 14:45:00,45
2013,AA,2022-05-23 14:00:00,2022-05-23 14:59:00,59
2013,EV,2022-05-23 14:00:00,2022-05-23 14:52:00,52
2013,MQ,2022-05-23 14:00:00,2022-05-23 14:55:00,55
2013,MQ,2022-05-23 14:00:00,2022-05-23 14:55:00,55
2013,AA,2022-05-23 15:00:00,2022-05-23 15:00:00,0
2013,EV,2022-05-23 14:00:00,2022-05-23 14:56:00,56
2013,US,2022-05-23 15:00:00,2022-05-23 15:00:00,0
